Nasdaq Traded|Symbol|Security Name|Listing Exchange|Market Category|ETF|Round Lot Size|Test Issue|Financial Status|CQS Symbol|NASDAQ Symbol|NextShares
Y|IBCC|iShares iBonds Mar 2018 Term Corporate ex-Financials ETF|P| |Y|100|N||IBCC|IBCC|N
Y|IBCD|iShares iBonds Mar 2020 Term Corporate ex-Financials Term ETF|P| |Y|100|N||IBCD|IBCD|N
Y|IBCE|iShares iBonds Mar 2023 Term Corporate ex-Financials ETF|P| |Y|100|N||IBCE|IBCE|N
Y|IBCP|Independent Bank Corporation - Common Stock|Q|Q|N|100|N|N||IBCP|N
Y|IBDB|iShares iBonds Mar 2018 Term Corporate ETF|P| |Y|100|N||IBDB|IBDB|N
Y|IBDC|iShares iBonds Mar 2020 Term Corporate ETF|P| |Y|100|N||IBDC|IBDC|N
Y|IBDD|iShares iBonds Mar 2023 Term Corporate ETF|P| |Y|100|N||IBDD|IBDD|N
Y|IBDH|iShares iBonds Dec 2018 Term Corporate ETF|P| |Y|100|N||IBDH|IBDH|N
Y|IBDJ|iShares iBonds Dec 2017 Term Corporate ETF|P| |Y|100|N||IBDJ|IBDJ|N
Y|IBDK|iShares iBonds Dec 2019 Term Corporate ETF|P| |Y|100|N||IBDK|IBDK|N
Y|IBDL|iShares iBonds Dec 2020 Term Corporate ETF|P| |Y|100|N||IBDL|IBDL|N
Y|IBDM|iShares iBonds Dec 2021 Term Corporate ETF|P| |Y|100|N||IBDM|IBDM|N
Y|IBDN|iShares iBonds Dec 2022 Term Corporate ETF|P| |Y|100|N||IBDN|IBDN|N
Y|IBDO|iShares iBonds Dec 2023 Term Corporate ETF|P| |Y|100|N||IBDO|IBDO|N
Y|IBDP|iShares iBonds Dec 2024 Term Corporate ETF|P| |Y|100|N||IBDP|IBDP|N
Y|IBDQ|iShares iBonds Dec 2025 Term Corporate ETF|P| |Y|100|N||IBDQ|IBDQ|N
Y|IBDR|iShares iBonds Dec 2026 Term Corporate ETF|P| |Y|100|N||IBDR|IBDR|N
Y|IBIO|iBio, Inc. Common Stock|A| |N|100|N||IBIO|IBIO|N
Y|IBKC|IBERIABANK Corporation - Common Stock|Q|Q|N|100|N|N||IBKC|N
Y|IBKCO|IBERIABANK Corporation - Depositary Shares Representing Series C Fixed to Floating|Q|Q|N|100|N|N||IBKCO|N
Y|IBKCP|IBERIABANK Corporation - Depositary Shares Representing Series B Fixed to Floating|Q|Q|N|100|N|N||IBKCP|N
Y|IBKR|Interactive Brokers Group, Inc. - Common Stock|Q|Q|N|100|N|N||IBKR|N
Y|IBLN|Direxion iBillionaire Index ETF|P| |Y|100|N||IBLN|IBLN|N
Y|IBM|International Business Machines Corporation Common Stock|N| |N|100|N||IBM|IBM|N
Y|IBMF|iShares iBonds Sep 2017 Term Muni Bond ETF|P| |Y|100|N||IBMF|IBMF|N
Y|IBMG|iShares iBonds Sep 2018 Term Muni Bond ETF|P| |Y|100|N||IBMG|IBMG|N
Y|IBMH|iShares iBonds Sep 2019 Term Muni Bond ETF|P| |Y|100|N||IBMH|IBMH|N
Y|IBMI|iShares iBonds Sep 2020 Term Muni Bond ETF|P| |Y|100|N||IBMI|IBMI|N
Y|IBMJ|iShares iBonds Dec 2021 Term Muni Bond ETF|P| |Y|100|N||IBMJ|IBMJ|N
Y|IBMK|iShares iBonds Dec 2022 Term Muni Bond ETF|P| |Y|100|N||IBMK|IBMK|N
Y|IBML|iShares iBonds Dec 2023 Term Muni Bond ETF|Z| |Y|100|N||IBML|IBML|N
Y|IBN|ICICI Bank Limited Common Stock|N| |N|100|N||IBN|IBN|N
Y|IBND|SPDR Bloomberg Barclays International Corporate Bond ETF|P| |Y|100|N||IBND|IBND|N
Y|IBO|IBO (Listing Market - NYSE Amex Network B F) Common Stock|A| |N|100|Y||IBO|IBO|N
Y|IBOC|International Bancshares Corporation - Common Stock|Q|Q|N|100|N|N||IBOC|N
Y|IBP|Installed Building Products, Inc. Common Stock|N| |N|100|N||IBP|IBP|N
Y|IBTX|Independent Bank Group, Inc - Common Stock|Q|Q|N|100|N|N||IBTX|N
Y|IBUY|Amplify Online Retail ETF|Q|G|Y|100|N|N||IBUY|N
Y|ICAD|icad inc. - Common Stock|Q|S|N|100|N|N||ICAD|N
Y|ICAN|SerenityShares Impact ETF|P| |Y|100|N||ICAN|ICAN|N
Y|ICB|MS Income Securities, Inc. Common Stock|N| |N|100|N||ICB|ICB|N
Y|ICBK|County Bancorp, Inc. - Common Stock|Q|G|N|100|N|N||ICBK|N
Y|ICCC|ImmuCell Corporation - Common Stock|Q|S|N|100|N|N||ICCC|N
Y|ICCH|ICC Holdings, Inc. - Common Stock|Q|S|N|100|N|N||ICCH|N
Y|ICD|Independence Contract Drilling, Inc. Common Stock|N| |N|100|N||ICD|ICD|N
Y|ICE|Intercontinental Exchange Inc. Common Stock|N| |N|100|N||ICE|ICE|N
Y|ICF|iShares Cohen & Steers REIT ETF|P| |Y|100|N||ICF|ICF|N
Y|ICFI|ICF International, Inc. - Common Stock|Q|Q|N|100|N|N||ICFI|N
Y|ICHR|Ichor Holdings - Ordinary Shares|Q|Q|N|100|N|N||ICHR|N
Y|ICI|iPath iPath Optimized Currency Carry ETN|P| |N|100|N||ICI|ICI|N
Y|ICL|Israel Chemicals Limited Ordinary Shares|N| |N|100|N||ICL|ICL|N
Y|ICLN|iShares S&P Global Clean Energy Index Fund|Q|G|Y|100|N|N||ICLN|N
Y|ICLR|ICON plc - Ordinary Shares|Q|Q|N|100|N|N||ICLR|N
Y|ICOL|iShares MSCI Colombia Capped|P| |Y|100|N||ICOL|ICOL|N
Y|ICON|Iconix Brand Group, Inc. - Common Stock|Q|Q|N|100|N|N||ICON|N
Y|ICPT|Intercept Pharmaceuticals, Inc. - Common Stock|Q|Q|N|100|N|N||ICPT|N
Y|ICSH|iShares Ultra Short-Term Bond ETF|Z| |Y|100|N||ICSH|ICSH|N
Y|ICUI|ICU Medical, Inc. - Common Stock|Q|Q|N|100|N|N||ICUI|N
Y|ICVT|iShares Convertible Bond ETF|Z| |Y|100|N||ICVT|ICVT|N
Y|IDA|IDACORP, Inc. Common Stock|N| |N|100|N||IDA|IDA|N
Y|IDCC|InterDigital, Inc. - Common Stock|Q|Q|N|100|N|N||IDCC|N
Y|IDE|Voya Infrastructure, Industrials and Materials Fund Common Shares of Beneficial Interest|N| |N|100|N||IDE|IDE|N
Y|IDEV|iShares Core MSCI International Developed Markets ETF|P| |Y|100|N||IDEV|IDEV|N
Y|IDHD|PowerShares S&P International Developed High Dividend Low Volatility Portfolio|Z| |Y|100|N||IDHD|IDHD|N
Y|IDHQ|PowerShares S&P International Developed Quality Portfolio (S&P International Developed High Quality Ranking Index--index symbol SPIDHQR)|P| |Y|100|N||IDHQ|IDHQ|N
Y|IDLB|PowerShares FTSE International Low Beta Equal Weight Portfolio|Q|G|Y|100|N|N||IDLB|N
Y|IDLV|PowerShares S&P International Developed Low Volatility Portfolio|P| |Y|100|N||IDLV|IDLV|N
Y|IDMO|PowerShares S&P International Developed Momentum Portfolio|P| |Y|100|N||IDMO|IDMO|N
Y|IDN|Intellicheck, Inc. Common Stock|A| |N|100|N||IDN|IDN|N
Y|IDOG|ALPS International Sector Dividend Dogs ETF|P| |Y|100|N||IDOG|IDOG|N
Y|IDRA|Idera Pharmaceuticals, Inc. - Common Stock|Q|S|N|100|N|N||IDRA|N
Y|IDSA|Industrial Services of America, Inc. - Common Stock|Q|S|N|100|N|N||IDSA|N
Y|IDSY|I.D. Systems, Inc. - Common Stock|Q|G|N|100|N|N||IDSY|N
Y|IDT|IDT Corporation Class B Common Stock|N| |N|100|N||IDT|IDT|N
Y|IDTI|Integrated Device Technology, Inc. - Common Stock|Q|Q|N|100|N|N||IDTI|N
Y|IDU|iShares U.S. Utilities ETF|P| |Y|100|N||IDU|IDU|N
Y|IDV|iShares International Select Dividend ETF|P| |Y|100|N||IDV|IDV|N
Y|IDX|VanEck Vectors Indonesia Index ETF|P| |Y|100|N||IDX|IDX|N
Y|IDXG|Interpace Diagnostics Group, Inc. - Common Stock|Q|S|N|100|N|D||IDXG|N
Y|IDXX|IDEXX Laboratories, Inc. - Common Stock|Q|Q|N|100|N|N||IDXX|N
Y|IEC|IEC Electronics Corp. Common Stock|A| |N|100|N||IEC|IEC|N
Y|IEF|iShares 7-10 Year Treasury Bond ETF|P| |Y|100|N||IEF|IEF|N
Y|IEFA|iShares Core MSCI EAFE ETF|P| |Y|100|N||IEFA|IEFA|N
Y|IEI|iShares 3-7 Year Treasury Bond ETF|P| |Y|100|N||IEI|IEI|N
Y|IEMG|iShares Core MSCI Emerging Markets ETF|P| |Y|100|N||IEMG|IEMG|N
Y|IEO|iShares U.S. Oil & Gas Exploration & Production ETF|P| |Y|100|N||IEO|IEO|N
Y|IEP|Icahn Enterprises L.P. - Depositary units|Q|Q|N|100|N|N||IEP|N
Y|IESC|IES Holdings, Inc. - Common Stock|Q|G|N|100|N|N||IESC|N
Y|IEUR|iShares Core MSCI Europe ETF|P| |Y|100|N||IEUR|IEUR|N
Y|IEUS|iShares MSCI Europe Small-Cap ETF|Q|G|Y|100|N|N||IEUS|N
Y|IEV|iShares Europe ETF|P| |Y|100|N||IEV|IEV|N
Y|IEX|IDEX Corporation Common Stock|N| |N|100|N||IEX|IEX|N
Y|IEZ|iShares U.S. Oil Equipment & Services ETF|P| |Y|100|N||IEZ|IEZ|N
Y|IF|Aberdeen Indonesia Fund, Inc. (Common Stock|A| |N|100|N||IF|IF|N
Y|IFEU|iShares FTSE EPRA/NAREIT Europe Index Fund|Q|G|Y|100|N|N||IFEU|N
Y|IFF|Internationa Flavors & Fragrances, Inc. Common Stock|N| |N|100|N||IFF|IFF|N
Y|IFGL|iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund|Q|G|Y|100|N|N||IFGL|N
Y|IFIX|Deutsche X-trackers Barclays International Corporate Bond Hedged ETF|Z| |Y|100|N||IFIX|IFIX|N
Y|IFLY|FactorShares Trust PureFunds Drone Economy Strategy ETF|P| |Y|100|N||IFLY|IFLY|N
Y|IFMI|Institutional Financial Markets, Inc.|A| |N|100|N||IFMI|IFMI|N
Y|IFMK|iFresh Inc. - Common Stock|Q|S|N|100|N|N||IFMK|N
Y|IFN|India Fund, Inc. (The) Common Stock|N| |N|100|N||IFN|IFN|N
Y|IFON|InfoSonics Corp - Common Stock|Q|S|N|100|N|D||IFON|N
Y|IFV|First Trust Dorsey Wright International Focus 5 ETF|Q|G|Y|100|N|N||IFV|N
Y|IGA|Voya Global Advantage and Premium Opportunity Fund Common Shares of Beneficial Interest|N| |N|100|N||IGA|IGA|N
Y|IGC|India Globalization Capital Inc. Common Stock|A| |N|100|N||IGC|IGC|N
Y|IGD|Voya Global Equity Dividend and Premium Opportunity Fund|N| |N|100|N||IGD|IGD|N
Y|IGE|iShares North American Natural Resources ETF|P| |Y|100|N||IGE|IGE|N
Y|IGEM|VanEck Vectors ETF Trust Market Vectors EM Investment Grade + BB Rated USD Sovereign Bond ETF|P| |Y|100|N||IGEM|IGEM|N
Y|IGF|iShares Global Infrastructure ETF|Q|G|Y|100|N|N||IGF|N
Y|IGHG|ProShares Investment Grade-Interest Rate Hedged|Z| |Y|100|N||IGHG|IGHG|N
Y|IGI|Western Asset Investment Grade Defined Opportunity Trust Inc. Common Stock|N| |N|100|N||IGI|IGI|N
Y|IGIH|Deutsche X-trackers Investment Grade Bond - Interest Rate Hedged ETF|Z| |Y|100|N||IGIH|IGIH|N
Y|IGLD|Internet Gold Golden Lines Ltd. - Ordinary Shares|Q|Q|N|100|N|N||IGLD|N
Y|IGM|iShares North American Tech ETF|P| |Y|100|N||IGM|IGM|N
Y|IGN|iShares North American Tech-Multimedia Networking ETF|P| |Y|100|N||IGN|IGN|N
Y|IGOV|iShares S&P/Citigroup International Treasury Bond Fund|Q|G|Y|100|N|N||IGOV|N
Y|IGR|CBRE Clarion Global Real Estate Income Fund Common Stock|N| |N|100|N||IGR|IGR|N
Y|IGRO|iShares International Dividend Growth ETF|Z| |Y|100|N||IGRO|IGRO|N
Y|IGT|International Game Technology Ordinary Shares|N| |N|100|N||IGT|IGT|N
Y|IGV|iShares North American Tech-Software ETF|P| |Y|100|N||IGV|IGV|N
Y|IGVT|Deutsche X-trackers Barclays International Treasury Bond Hedged ETF|Z| |Y|100|N||IGVT|IGVT|N
Y|IGZ|IGZ (Listing Market NYSE Arca Network B F) Common Stock|P| |N|100|Y||IGZ|IGZ|N
Y|IHC|Independence Holding Company Common Stock|N| |N|100|N||IHC|IHC|N
Y|IHD|Voya Emerging Markets High Income Dividend Equity Fund Common Shares|N| |N|100|N||IHD|IHD|N
Y|IHDG|WisdomTree International Hedged Quality Dividend Growth Fund|P| |Y|100|N||IHDG|IHDG|N
Y|IHE|iShares U.S. Pharmaceutical ETF|P| |Y|100|N||IHE|IHE|N
Y|IHF|iShares U.S. Health Care Providers ETF|P| |Y|100|N||IHF|IHF|N
Y|IHG|Intercontinental Hotels Group American Depositary Shares (Each representing one Ordinary Share)|N| |N|100|N||IHG|IHG|N
Y|IHI|iShares U.S. Medical Devices ETF|P| |Y|100|N||IHI|IHI|N
Y|IHIT|Invesco High Income 2023 Target Term Fund Common Shares of Beneficial Interest|N| |N|100|N||IHIT|IHIT|N
Y|IHT|InnSuites Hospitality Trust Shares of Beneficial Interest|A| |N|100|N||IHT|IHT|N
Y|IHY|VanEck Vectors International High Yield Bond|P| |Y|100|N||IHY|IHY|N
Y|IID|Voya International High Dividend Equity Income Fund Common Shares of Beneficial Interest|N| |N|100|N||IID|IID|N
Y|IIF|Morgan Stanley India Investment Fund, Inc. Common Stock|N| |N|100|N||IIF|IIF|N
Y|III|Information Services Group, Inc. - Common Stock|Q|G|N|100|N|N||III|N
Y|IIIN|Insteel Industries, Inc. - Common Stock|Q|Q|N|100|N|N||IIIN|N
Y|IIJI|Internet Initiative Japan, Inc. - ADS represents common stock|Q|Q|N|100|N|N||IIJI|N
Y|IIM|Invesco Value Municipal Income Trust Common Stock|N| |N|100|N||IIM|IIM|N
Y|IIN|IntriCon Corporation - Common Stock|Q|G|N|100|N|N||IIN|N
Y|IIPR|Innovative Industrial Properties, Inc. Common Stock|N| |N|100|N||IIPR|IIPR|N
Y|IIVI|II-VI Incorporated - Common Stock|Q|Q|N|100|N|N||IIVI|N
Y|IJH|iShares Core S&P Mid-Cap ETF|P| |Y|100|N||IJH|IJH|N
Y|IJJ|iShares S&P Mid-Cap 400 Value ETF|P| |Y|100|N||IJJ|IJJ|N
Y|IJK|iShares S&P Mid-Cap 400 Growth ETF|P| |Y|100|N||IJK|IJK|N
Y|IJR|iShares Core S&P Small-Cap ETF|P| |Y|100|N||IJR|IJR|N
Y|IJS|iShares S&P SmallCap 600 Value ETF|P| |Y|100|N||IJS|IJS|N
Y|IJT|iShares S&P SmallCap 600 Growth ETF|P| |Y|100|N||IJT|IJT|N
Y|IKNX|Ikonics Corporation - Common Stock|Q|S|N|100|N|N||IKNX|N
Y|ILF|iShares Latin America 40 ETF|P| |Y|100|N||ILF|ILF|N
Y|ILG|ILG, Inc - Common Stock|Q|Q|N|100|N|N||ILG|N
Y|ILMN|Illumina, Inc. - Common Stock|Q|Q|N|100|N|N||ILMN|N
Y|ILTB|iShares Core 10  Year USD Bond ETF|P| |Y|100|N||ILTB|ILTB|N
Y|IMAX|Imax Corporation Common Stock|N| |N|100|N||IMAX|IMAX|N
Y|IMDZ|Immune Design Corp. - Common Stock|Q|G|N|100|N|N||IMDZ|N
Y|IMED|PureFunds ETFx HealthTech ETF|Q|G|Y|100|N|N||IMED|N
Y|IMGN|ImmunoGen, Inc. - Common Stock|Q|Q|N|100|N|N||IMGN|N
Y|IMH|Impac Mortgage Holdings, Inc. Common Stock New|A| |N|100|N||IMH|IMH|N
Y|IMI|Intermolecular, Inc. - Common Stock|Q|Q|N|100|N|D||IMI|N
Y|IMKTA|Ingles Markets, Incorporated - Class A Common Stock|Q|Q|N|100|N|N||IMKTA|N
Y|IMLP|iPath S&P MLP ETN|P| |N|100|N||IMLP|IMLP|N
Y|IMMR|Immersion Corporation - Common Stock|Q|Q|N|100|N|N||IMMR|N
Y|IMMU|Immunomedics, Inc. - Common Stock|Q|G|N|100|N|N||IMMU|N
Y|IMMY|Imprimis Pharmaceuticals, Inc. - Common Stock|Q|S|N|100|N|N||IMMY|N
Y|IMNP|Immune Pharmaceuticals Inc. - Common Stock|Q|S|N|100|N|H||IMNP|N
Y|IMO|Imperial Oil Limited Common Stock|A| |N|100|N||IMO|IMO|N
Y|IMOM|MomentumShares International Quantitative Momentum ETF|Z| |Y|100|N||IMOM|IMOM|N
Y|IMOS|ChipMOS TECHNOLOGIES INC. - American Depositary Shares|Q|Q|N|100|N|N||IMOS|N
Y|IMPV|Imperva, Inc. - Common Stock|Q|Q|N|100|N|N||IMPV|N
Y|IMRN|Immuron Limited - American Depositary Shares|Q|S|N|100|N|N||IMRN|N
Y|IMRNW|Immuron Limited - Warrants|Q|S|N|100|N|N||IMRNW|N
Y|IMTB|iShares Core 5-10 Year USD Bond ETF|P| |Y|100|N||IMTB|IMTB|N
Y|IMTM|iShares Edge MSCI Intl Momentum Factor ETF|P| |Y|100|N||IMTM|IMTM|N
Y|IMUC|ImmunoCellular Therapeutics, Ltd. Common Stock|A| |N|100|N||IMUC|IMUC|N
Y|IMUC.W|ImmunoCellular Therapeutics, Ltd. Warrants|A| |N|100|N||IMUC/WS|IMUC+|N
Y|INAP|Internap Corporation - Common Stock|Q|Q|N|100|N|N||INAP|N
Y|INB|Cohen & Steers Global Income Builder, Inc. Common Shares of Beneficial Interest|N| |N|100|N||INB|INB|N
Y|INBK|First Internet Bancorp - Common Stock|Q|Q|N|100|N|N||INBK|N
Y|INBKL|First Internet Bancorp - 6.0% Fixed-to-Floating Rate Subordinated Notes due 2026|Q|Q|N|100|N|N||INBKL|N
Y|INCO|Columbia India Consumer ETF|P| |Y|100|N||INCO|INCO|N
Y|INCR|INC Research Holdings, Inc. - Class A Common Stock|Q|Q|N|100|N|N||INCR|N
Y|INCY|Incyte Corporation - Common Stock|Q|Q|N|100|N|N||INCY|N
Y|INDA|Ishares MSCI India ETF|Z| |Y|100|N||INDA|INDA|N
Y|INDB|Independent Bank Corp. - Common Stock|Q|Q|N|100|N|N||INDB|N
Y|INDF|iShares Edge MSCI Multifactor Industrials ETF|Z| |Y|100|N||INDF|INDF|N
Y|INDL|Direxion Daily MSCI India Bull 3x Shares|P| |Y|100|N||INDL|INDL|N
Y|INDY|iShares S&P India Nifty 50 Index Fund|Q|G|Y|100|N|N||INDY|N
Y|INF|Brookfield Global Listed Infrastructure Income Fund Closed End Fund|N| |N|100|N||INF|INF|N
Y|INFI|Infinity Pharmaceuticals, Inc. - Common Stock|Q|Q|N|100|N|N||INFI|N
Y|INFN|Infinera Corporation - Common Stock|Q|Q|N|100|N|N||INFN|N
Y|INFO|IHS Markit Ltd. - Common Shares|Q|Q|N|100|N|N||INFO|N
Y|INFR|Legg Mason Global Infrastructure ETF|Q|G|Y|100|N|N||INFR|N
Y|INFU|InfuSystems Holdings, Inc. Common Stock|A| |N|100|N||INFU|INFU|N
Y|INFY|Infosys Limited American Depositary Shares|N| |N|100|N||INFY|INFY|N
Y|ING|ING Group, N.V. Common Stock|N| |N|100|N||ING|ING|N
Y|INGN|Inogen, Inc - Common Stock|Q|Q|N|100|N|N||INGN|N
Y|INGR|Ingredion Incorporated Common Stock|N| |N|100|N||INGR|INGR|N
Y|INKM|SPDR SSgA Income Allocation ETF|P| |Y|100|N||INKM|INKM|N
Y|INN|Summit Hotel Properties, Inc. Common Stock|N| |N|100|N||INN|INN|N
Y|INN$B|Summit Hotel Properties, Inc. Pfd Ser B|N| |N|100|N||INNpB|INN-B|N
Y|INN$C|Summit Hotel Properties, Inc. 7.125% Series C Cumulative Redeemable Preferred Stock|N| |N|100|N||INNpC|INN-C|N
Y|INN$D|Summit Hotel Properties, Inc. 6.45% Series D Cumulative Redeemable Preferred Stock|N| |N|100|N||INNpD|INN-D|N
Y|INNL|Innocoll Holdings - Ordinary Shares|Q|G|N|100|N|N||INNL|N
Y|INO|Inovio Pharmaceuticals, Inc. - Common Stock|Q|Q|N|100|N|N||INO|N
Y|INOD|Innodata Inc. - Common Stock|Q|G|N|100|N|N||INOD|N
Y|INOV|Inovalon Holdings, Inc. - Class A Common Stock|Q|Q|N|100|N|N||INOV|N
Y|INP|Barclays Bank Plc iPath ETNs linked to the MSCI India Total Return Index|P| |N|100|N||INP|INP|N
Y|INPX|Inpixon  - Common Stock|Q|S|N|100|N|D||INPX|N
Y|INR|Market Vectors Indian Rupee/USD  ETN|P| |N|100|N||INR|INR|N
Y|INS|Intelligent Systems Corporation Common Stock|A| |N|100|N||INS|INS|N
Y|INSE|Inspired Entertainment, Inc. - Common Stock|Q|S|N|100|N|D||INSE|N
Y|INSG|Inseego Corp. - Common Stock|Q|Q|N|100|N|N||INSG|N
Y|INSI|Insight Select Income Fund|N| |N|100|N||INSI|INSI|N
Y|INSM|Insmed, Inc. - Common Stock|Q|Q|N|100|N|N||INSM|N
Y|INST|Instructure, Inc. Common Stock|N| |N|100|N||INST|INST|N
Y|INSW|International Seaways, Inc. Common Stock |N| |N|100|N||INSW|INSW|N
Y|INSY|Insys Therapeutics, Inc. - Common Stock|Q|G|N|100|N|N||INSY|N
Y|INT|World Fuel Services Corporation Common Stock|N| |N|100|N||INT|INT|N
Y|INTC|Intel Corporation - Common Stock|Q|Q|N|100|N|N||INTC|N
Y|INTF|iShares Edge MSCI Multifactor Intl ETF|P| |Y|100|N||INTF|INTF|N
Y|INTG|The Intergroup Corporation - Common Stock|Q|S|N|100|N|N||INTG|N
Y|INTL|INTL FCStone Inc. - Common Stock|Q|Q|N|100|N|N||INTL|N
Y|INTT|inTest Corporation Common Stock|A| |N|100|N||INTT|INTT|N
Y|INTU|Intuit Inc. - Common Stock|Q|Q|N|100|N|N||INTU|N
Y|INTX|Intersections, Inc. - Common Stock|Q|G|N|100|N|N||INTX|N
Y|INUV|Inuvo, Inc.|A| |N|100|N||INUV|INUV|N
Y|INVA|Innoviva, Inc. - Common Stock|Q|Q|N|100|N|N||INVA|N
Y|INVE|Identiv, Inc. - Common Stock|Q|S|N|100|N|N||INVE|N
Y|INVH|Invitation Homes Inc. Common Stock|N| |N|100|N||INVH|INVH|N
Y|INWK|InnerWorkings, Inc. - Common Stock|Q|Q|N|100|N|N||INWK|N
Y|INXN|InterXion Holding N.V. Ordinary Shares (0.01 nominal value)|N| |N|100|N||INXN|INXN|N
Y|INXX|Columbia India Infrastructure ETF|P| |Y|100|N||INXX|INXX|N
Y|IO|Ion Geophysical Corporation Common Stock|N| |N|100|N||IO|IO|N
Y|IOIL|IQ Global Oil Small Cap ETF|P| |Y|100|N||IOIL|IOIL|N
Y|IONS|Ionis Pharmaceuticals, Inc. - Common Stock|Q|Q|N|100|N|N||IONS|N
Y|IOO|iShares Global 100 ETF|P| |Y|100|N||IOO|IOO|N
Y|IOSP|Innospec Inc. - Common Stock|Q|Q|N|100|N|N||IOSP|N
Y|IOT|Income Opportunity Realty Investors, Inc. Common Stock|A| |N|100|N||IOT|IOT|N
Y|IOTS|Adesto Technologies Corporation - Common Stock|Q|S|N|100|N|N||IOTS|N
Y|IP|International Paper Company Common Stock|N| |N|100|N||IP|IP|N
Y|IPAC|iShares Core MSCI Pacific ETF|P| |Y|100|N||IPAC|IPAC|N
Y|IPAR|Inter Parfums, Inc. - Common Stock|Q|Q|N|100|N|N||IPAR|N
Y|IPAS|iPass Inc. - Common Stock|Q|Q|N|100|N|N||IPAS|N
Y|IPAY|PureFunds ISE Mobile Payments ETF|P| |Y|100|N||IPAY|IPAY|N
Y|IPB|Merrill Lynch & Co., Inc. 6.0518% Index Plus Trust Certificates Series 2003-1|A| |N|100|N||IPB|IPB|N
Y|IPCC|Infinity Property and Casualty Corporation - Common Stock|Q|Q|N|100|N|N||IPCC|N
Y|IPCI|Intellipharmaceutics International Inc. - Common Stock|Q|S|N|100|N|N||IPCI|N
Y|IPD|SPDR S&P International Consumer Discretionary Sector ETF|P| |Y|100|N||IPD|IPD|N
Y|IPDN|Professional Diversity Network, Inc. - Common Stock|Q|S|N|100|N|N||IPDN|N
Y|IPE|SPDR Bloomberg Barclays TIPS ETF|P| |Y|100|N||IPE|IPE|N
Y|IPF|SPDR S&P International Financial Sector ETF|P| |Y|100|N||IPF|IPF|N
Y|IPFF|iShares International Preferred Stock ETF|P| |Y|100|N||IPFF|IPFF|N
Y|IPG|Interpublic Group of Companies, Inc. (The) Common Stock|N| |N|100|N||IPG|IPG|N
Y|IPGP|IPG Photonics Corporation - Common Stock|Q|Q|N|100|N|N||IPGP|N
Y|IPHI|Inphi Corporation Common Stock $0.001 par value|N| |N|100|N||IPHI|IPHI|N
Y|IPHS|Innophos Holdings, Inc. - Common Stock|Q|Q|N|100|N|N||IPHS|N
Y|IPI|Intrepid Potash, Inc Common Stock|N| |N|100|N||IPI|IPI|N
Y|IPK|SPDR S&P International Technology Sector ETF|P| |Y|100|N||IPK|IPK|N
Y|IPKW|PowerShares International BuyBack Achievers Portfolio|Q|G|Y|100|N|N||IPKW|N
Y|IPL$D|Interstate Power & Light Company Perp Prd Ser D|N| |N|100|N||IPLpD|IPL-D|N
Y|IPN|SPDR S&P International Industrial Sector ETF|P| |Y|100|N||IPN|IPN|N
Y|IPO|Renaissance IPO ETF|P| |Y|100|N||IPO|IPO|N
Y|IPOS|Renaissance Capital Greenwich Fund|P| |Y|100|N||IPOS|IPOS|N
Y|IPS|SPDR S&P International Consumer Staples Sector ETF|P| |Y|100|N||IPS|IPS|N
Y|IPU|SPDR S&P International Utilities Sector ETF|P| |Y|100|N||IPU|IPU|N
Y|IPW|SPDR S&P International Energy Sector ETF|P| |Y|100|N||IPW|IPW|N
Y|IPWR|Ideal Power Inc. - Common Stock|Q|S|N|100|N|N||IPWR|N
Y|IPXL|Impax Laboratories, Inc. - Common Stock|Q|Q|N|100|N|N||IPXL|N
Y|IQDE|FlexShares International Quality Dividend Defensive Index Fund|P| |Y|100|N||IQDE|IQDE|N
Y|IQDF|FlexShares International Quality Dividend Index Fund|P| |Y|100|N||IQDF|IQDF|N
Y|IQDG|WisdomTree International Quality Dividend Growth Fund|Z| |Y|100|N||IQDG|IQDG|N
Y|IQDY|FlexShares International Quality Dividend Dynamic Index Fund|P| |Y|100|N||IQDY|IQDY|N
Y|IQI|Invesco Quality Municipal Income Trust Common Stock|N| |N|100|N||IQI|IQI|N
Y|IQLT|iShares Edge MSCI Intl Quality Factor ETF|P| |Y|100|N||IQLT|IQLT|N
Y|IR|Ingersoll-Rand plc (Ireland)|N| |N|100|N||IR|IR|N
Y|IRBT|iRobot Corporation - Common Stock|Q|Q|N|100|N|N||IRBT|N
Y|IRCP|IRSA Propiedades Comerciales S.A. - American Depository Shares|Q|Q|N|100|N|N||IRCP|N
Y|IRDM|Iridium Communications Inc - Common Stock|Q|Q|N|100|N|N||IRDM|N
Y|IRDMB|Iridium Communications Inc - 6.75% Series B Cumulative Perpetual Convertible Preferred Stock|Q|Q|N|100|N|N||IRDMB|N
Y|IRET|Investors Real Estate Trust Shares of Beneficial Interest|N| |N|100|N||IRET|IRET|N
Y|IRET$B|Investors Real Estate Trust 7.95% Series B Cumulative Redeemable Preferred Shares|N| |N|100|N||IRETpB|IRET-B|N
Y|IRIX|IRIDEX Corporation - Common Stock|Q|G|N|100|N|N||IRIX|N
Y|IRL|New Ireland Fund, Inc (The) Common Stock|N| |N|100|N||IRL|IRL|N
Y|IRM|Iron Mountain Incorporated (Delaware)Common Stock REIT|N| |N|100|N||IRM|IRM|N
